COG,departement,commune,population,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
77196,77,Fresnes-sur-Marne,947,39,58,25,75,15,0,0.0
77197,77,Frétoy,173,32,58,25,75,15,0,0.0
77198,77,Fromont,230,22,58,25,75,15,0,0.0
77199,77,Fublaines,1381,39,58,25,75,15,0,0.0
77200,77,Garentreville,123,14,58,25,75,15,0,0.0
77201,77,Gastins,722,32,58,25,75,15,0,0.0
77202,77,La Genevraye,827,155,58,25,75,15,0,0.0
77203,77,Germigny-l'Évêque,1350,37,58,766,75,15,1,74.07
77204,77,Germigny-sous-Coulombs,203,25,58,25,75,15,0,0.0
77205,77,Gesvres-le-Chapitre,146,29,58,25,75,15,0,0.0
77206,77,Giremoutiers,186,31,58,25,75,15,0,0.0
77207,77,Gironville,161,29,58,25,75,15,0,0.0
77208,77,Gouaix,1320,38,58,25,75,15,0,0.0
77209,77,Gouvernes,1175,37,58,25,75,15,0,0.0
77210,77,La Grande-Paroisse,2899,40,58,25,75,15,0,0.0
77211,77,Grandpuits-Bailly-Carrois,1014,43,58,25,75,15,0,0.0
77212,77,Gravon,158,24,58,25,75,15,0,0.0
77214,77,Gressy,803,36,58,25,75,15,0,0.0
77215,77,Gretz-Armainvilliers,8682,93,69,25,75,15,0,0.0
77216,77,Grez-sur-Loing,1457,40,58,25,75,15,0,0.0
77217,77,Grisy-Suisnes,2848,89,58,377,75,15,1,35.11
77218,77,Grisy-sur-Seine,115,29,58,25,75,15,0,0.0
77219,77,Guérard,2669,34,58,25,75,15,0,0.0
77220,77,Guercheville,272,23,58,25,75,15,0,0.0
77221,77,Guermantes,1151,53,58,25,75,15,0,0.0
77222,77,Guignes,4434,61,58,25,75,15,0,0.0
77223,77,Gurcy-le-Châtel,563,32,58,25,75,15,0,0.0
77224,77,Hautefeuille,254,28,58,25,75,15,0,0.0
77225,77,La Haute-Maison,342,37,58,25,75,15,0,0.0
77226,77,Héricy,2511,48,58,25,75,15,0,0.0
77227,77,Hermé,634,38,58,25,75,15,0,0.0
77228,77,Hondevilliers,260,33,58,25,75,15,0,0.0
77229,77,La Houssaye-en-Brie,1703,43,58,25,75,15,0,0.0
77230,77,Ichy,158,28,58,25,75,15,0,0.0
77231,77,Isles-les-Meldeuses,780,38,58,25,75,15,0,0.0
77232,77,Isles-lès-Villenoy,1136,38,58,25,75,15,0,0.0
77233,77,Iverny,610,37,58,25,75,15,0,0.0
77234,77,Jablines,665,306,58,25,75,15,0,0.0
77235,77,Jaignes,320,34,58,25,75,15,0,0.0
77236,77,Jaulnes,346,36,58,25,75,15,0,0.0
77237,77,Jossigny,639,251,58,25,75,15,0,0.0
77238,77,Jouarre,4262,38,58,25,75,15,0,0.0
77239,77,Jouy-le-Châtel,1581,42,58,25,75,15,0,0.0
77240,77,Jouy-sur-Morin,2221,41,58,25,75,15,0,0.0
77241,77,Juilly,2031,90,107,25,75,15,0,0.0
77242,77,Jutigny,542,37,58,25,75,15,0,0.0
77243,77,Lagny-sur-Marne,21433,191,146,198,173,34,2,9.33
77244,77,Larchant,729,57,58,25,75,15,0,0.0
77245,77,Laval-en-Brie,394,26,58,25,75,15,0,0.0
77246,77,Léchelle,577,31,58,25,75,15,0,0.0
77247,77,Lescherolles,450,29,58,25,75,15,0,0.0
77248,77,Lesches,767,35,58,25,75,15,0,0.0
77249,77,Lésigny,7015,61,58,25,75,15,0,0.0
77250,77,Leudon-en-Brie,167,21,58,25,75,15,0,0.0
77251,77,Lieusaint,14096,155,79,103,82,15,1,7.09
77252,77,Limoges-Fourches,599,83,58,25,75,15,0,0.0
77253,77,Lissy,343,716,58,25,75,15,0,0.0
77254,77,Liverdy-en-Brie,1366,38,58,25,75,15,0,0.0
77255,77,Livry-sur-Seine,2224,40,58,25,75,15,0,0.0
77256,77,Lizines,178,25,58,25,75,15,0,0.0
77257,77,Lizy-sur-Ourcq,3575,117,86,53,103,15,0,0.0
77258,77,Lognes,14678,104,78,94,81,22,1,6.81
77259,77,Longperrier,2911,84,92,60,109,15,0,0.0
77260,77,Longueville,1802,101,58,25,130,15,0,0.0
77261,77,Lorrez-le-Bocage-Préaux,1244,44,58,25,75,15,0,0.0
77262,77,Louan-Villegruis-Fontaine,492,29,58,25,75,15,0,0.0
77263,77,Luisetaines,231,23,58,25,75,15,0,0.0
77264,77,Lumigny-Nesles-Ormeaux,1482,37,58,25,75,15,0,0.0
77265,77,Luzancy,1048,37,58,25,75,15,0,0.0
77266,77,Machault,790,34,58,25,75,15,0,0.0
77267,77,La Madeleine-sur-Loing,351,36,58,25,75,15,0,0.0
77268,77,Magny-le-Hongre,9058,79,58,25,75,15,0,0.0
77269,77,Maincy,1833,92,58,25,75,15,0,0.0
77270,77,Maisoncelles-en-Brie,967,38,58,25,75,15,0,0.0
77271,77,Maisoncelles-en-Gâtinais,139,29,58,25,75,15,0,0.0
77272,77,Maison-Rouge,853,156,58,25,75,15,0,0.0
77273,77,Marchémoret,614,38,58,25,75,15,0,0.0
77274,77,Marcilly,463,38,58,25,75,15,0,0.0
77275,77,Les Marêts,154,19,58,25,75,15,0,0.0
77276,77,Mareuil-lès-Meaux,3313,122,118,86,105,15,0,0.0
77277,77,Marles-en-Brie,1889,43,58,25,75,15,0,0.0
77278,77,Marolles-en-Brie,413,33,58,25,75,15,0,0.0
77279,77,Marolles-sur-Seine,1793,48,58,25,75,15,0,0.0
77280,77,Mary-sur-Marne,1135,47,58,25,75,15,0,0.0
77281,77,Mauperthuis,487,37,58,25,75,15,0,0.0
77282,77,Mauregard,351,37,58,25,75,15,0,0.0
77283,77,May-en-Multien,884,37,58,25,75,15,0,0.0
77284,77,Meaux,56659,243,158,92,121,31,1,1.76
77285,77,Le Mée-sur-Seine,19527,186,83,92,90,15,1,5.12
77286,77,Meigneux,234,17,58,25,75,15,0,0.0
77287,77,Meilleray,505,31,58,25,75,15,0,0.0
77288,77,Melun,43685,370,168,183,120,24,5,11.45
77289,77,Melz-sur-Seine,346,32,58,25,75,15,0,0.0
77290,77,Méry-sur-Marne,683,41,58,25,75,15,0,0.0
77291,77,Le Mesnil-Amelot,992,1818,1671,227,377,116,0,0.0
77292,77,Messy,1204,45,58,25,75,15,0,0.0
77293,77,Misy-sur-Yonne,857,37,58,25,75,15,0,0.0
77294,77,Mitry-Mory,20393,148,73,84,80,20,1,4.9
77295,77,Moisenay,1363,40,58,25,75,15,0,0.0
77296,77,Moissy-Cramayel,18498,134,69,155,102,21,2,10.81
77297,77,Mondreville,330,30,58,25,75,15,0,0.0
77298,77,Mons-en-Montois,445,30,58,25,75,15,0,0.0
77300,77,Montceaux-lès-Meaux,646,37,58,25,75,15,0,0.0
77301,77,Montceaux-lès-Provins,321,31,58,25,75,15,0,0.0
77302,77,Montcourt-Fromonville,1908,39,58,25,75,15,0,0.0
77303,77,Montdauphin,237,27,58,25,75,15,0,0.0
77304,77,Montenils,30,12,58,25,75,15,0,0.0
77305,77,Montereau-Fault-Yonne,21840,164,99,383,98,15,7,32.05
77306,77,Montereau-sur-le-Jard,498,342,58,25,75,15,0,0.0
77307,77,Montévrain,14847,97,78,32,81,22,0,0.0
77308,77,Montgé-en-Goële,724,36,58,25,75,15,0,0.0
77309,77,Monthyon,1747,41,58,25,75,15,0,0.0
77310,77,Montigny-le-Guesdier,302,29,58,25,75,15,0,0.0
77311,77,Montigny-Lencoup,1362,38,58,25,75,15,0,0.0
77312,77,Montigny-sur-Loing,2634,80,96,25,113,15,0,0.0
77313,77,Montmachoux,228,29,58,25,75,15,0,0.0
77314,77,Montolivet,251,21,58,25,75,15,0,0.0
77315,77,Montry,3872,131,58,25,75,15,0,0.0
77316,77,Moret-Loing-et-Orvanne,12576,59,66,25,83,15,0,0.0
77317,77,Mormant,5280,79,77,234,94,15,1,18.94
77318,77,Mortcerf,1405,110,58,25,75,15,0,0.0
77319,77,Mortery,139,34,58,25,75,15,0,0.0
77320,77,Mouroux,5869,40,58,25,75,15,0,0.0
77321,77,Mousseaux-lès-Bray,672,37,58,25,75,15,0,0.0
77322,77,Moussy-le-Neuf,3255,53,58,25,75,15,0,0.0
77323,77,Moussy-le-Vieux,1475,39,58,25,75,15,0,0.0
77325,77,Mouy-sur-Seine,357,35,58,25,75,15,0,0.0
77326,77,Nandy,6322,46,58,25,75,15,0,0.0
77327,77,Nangis,8883,131,69,262,86,15,2,22.52
77328,77,Nanteau-sur-Essonne,410,36,58,25,75,15,0,0.0
77329,77,Nanteau-sur-Lunain,697,34,58,25,75,15,0,0.0
77330,77,Nanteuil-lès-Meaux,7054,48,72,25,89,15,0,0.0
77331,77,Nanteuil-sur-Marne,413,33,58,25,75,15,0,0.0
77332,77,Nantouillet,303,33,58,25,75,15,0,0.0
77333,77,Nemours,13118,147,96,262,90,15,3,22.87
77335,77,Chauconin-Neufmontiers,3726,213,112,52,75,15,0,0.0
77336,77,Neufmoutiers-en-Brie,1277,35,58,25,75,15,0,0.0
77337,77,Noisiel,15927,202,89,245,106,21,3,18.84
77338,77,Noisy-Rudignon,592,32,58,25,75,15,0,0.0
77339,77,Noisy-sur-École,1822,41,58,25,75,15,0,0.0
77340,77,Nonville,596,35,58,25,75,15,0,0.0
77341,77,Noyen-sur-Seine,376,49,58,25,75,15,0,0.0
77342,77,Obsonville,120,14,58,25,75,15,0,0.0
77343,77,Ocquerre,376,38,58,25,75,15,0,0.0
77344,77,Oissery,2488,40,58,25,75,15,0,0.0
77345,77,Orly-sur-Morin,660,36,58,25,75,15,0,0.0
77347,77,Les Ormes-sur-Voulzie,862,37,58,25,75,15,0,0.0
77348,77,Ormesson,244,31,58,25,75,15,0,0.0
77349,77,Othis,6741,94,73,25,75,15,0,0.0
77350,77,Ozoir-la-Ferrière,20969,94,82,130,84,20,2,9.54
77352,77,Ozouer-le-Voulgis,2002,38,58,25,75,15,0,0.0
77353,77,Paley,481,25,58,25,75,15,0,0.0
77354,77,Pamfou,966,35,58,25,75,15,0,0.0
77355,77,Paroy,184,31,58,25,75,15,0,0.0
77356,77,Passy-sur-Seine,46,12,58,25,75,15,0,0.0
77357,77,Pécy,844,37,58,25,75,15,0,0.0
77358,77,Penchard,1357,38,58,25,75,15,0,0.0
77359,77,Perthes,2074,37,58,25,75,15,0,0.0
77360,77,Pézarches,404,39,58,25,75,15,0,0.0
77361,77,Pierre-Levée,474,37,58,25,75,15,0,0.0
77363,77,Le Pin,1528,115,58,25,75,15,0,0.0
77364,77,Le Plessis-aux-Bois,255,33,58,25,75,15,0,0.0
77365,77,Le Plessis-Feu-Aussoux,606,37,58,25,75,15,0,0.0
77366,77,Le Plessis-l'Évêque,291,35,58,25,75,15,0,0.0
77367,77,Le Plessis-Placy,296,35,58,25,75,15,0,0.0
77368,77,Poigny,505,37,58,25,75,15,0,0.0
77369,77,Poincy,776,43,58,25,75,15,0,0.0
77370,77,Poligny,802,37,58,25,75,15,0,0.0
77371,77,Pommeuse,3039,82,58,25,75,15,0,0.0
77372,77,Pomponne,4149,125,82,25,75,39,0,0.0
77373,77,Pontault-Combault,38941,117,73,79,77,18,2,5.14
77374,77,Pontcarré,2149,59,58,25,75,15,0,0.0
77376,77,Précy-sur-Marne,760,38,58,25,75,15,0,0.0
77377,77,Presles-en-Brie,2342,39,58,25,75,15,0,0.0
77378,77,Pringy,3861,70,58,25,75,15,0,0.0
77379,77,Provins,11824,180,92,220,108,24,2,16.92
77380,77,Puisieux,319,39,58,25,75,15,0,0.0
77381,77,Quiers,652,35,58,25,75,15,0,0.0
77382,77,Quincy-Voisins,5506,46,58,25,75,15,0,0.0
77383,77,Rampillon,833,36,58,25,75,15,0,0.0
77384,77,Réau,2045,402,253,123,221,15,0,0.0
77385,77,Rebais,2291,85,58,25,75,15,0,0.0
77386,77,Recloses,624,36,58,25,75,15,0,0.0
77387,77,Remauville,471,37,58,25,75,15,0,0.0
77388,77,Reuil-en-Brie,808,37,58,25,75,15,0,0.0
77389,77,La Rochette,3919,78,58,25,75,15,0,0.0
77390,77,Roissy-en-Brie,23521,90,79,123,87,15,2,8.5
77391,77,Rouilly,495,26,58,25,75,15,0,0.0
77392,77,Rouvres,1021,234,156,25,75,15,0,0.0
77393,77,Rozay-en-Brie,2840,83,58,25,75,15,0,0.0
77394,77,Rubelles,3450,110,174,54,75,15,0,0.0
77395,77,Rumont,126,22,58,25,75,15,0,0.0
77396,77,Rupéreux,102,19,58,25,75,15,0,0.0
77397,77,Saâcy-sur-Marne,1869,41,58,25,75,15,0,0.0
77398,77,Sablonnières,768,36,58,25,75,15,0,0.0
77400,77,Saint-Augustin,1865,92,58,25,75,15,0,0.0
77401,77,Sainte-Aulde,692,39,58,25,75,15,0,0.0
77402,77,Saint-Barthélemy,340,324,58,320,369,15,0,0.0
77403,77,Saint-Brice,812,37,58,25,75,15,0,0.0
77404,77,Sainte-Colombe,1778,37,58,25,75,15,0,0.0
77405,77,Saint-Cyr-sur-Morin,1943,40,58,25,75,15,0,0.0
77406,77,Saint-Denis-lès-Rebais,989,36,58,25,75,15,0,0.0
77407,77,Saint-Fargeau-Ponthierry,15117,75,64,32,81,15,0,0.0
77408,77,Saint-Fiacre,490,35,58,25,75,15,0,0.0
77409,77,Saint-Germain-Laval,2887,37,58,25,75,15,0,0.0
77410,77,Saint-Germain-Laxis,737,37,58,25,75,15,0,0.0
77411,77,Saint-Germain-sous-Doue,553,34,58,25,75,15,0,0.0
77412,77,Saint-Germain-sur-École,371,30,58,25,75,15,0,0.0
77413,77,Saint-Germain-sur-Morin,3892,39,58,25,75,15,0,0.0
77414,77,Saint-Hilliers,479,32,58,25,75,15,0,0.0
77415,77,Saint-Jean-les-Deux-Jumeaux,1294,40,58,25,75,15,0,0.0
77416,77,Saint-Just-en-Brie,264,30,58,25,75,15,0,0.0
77417,77,Saint-Léger,244,28,58,25,75,15,0,0.0
77418,77,Saint-Loup-de-Naud,859,34,58,25,75,15,0,0.0
77419,77,Saint-Mammès,3232,101,89,25,106,46,0,0.0
77420,77,Saint-Mard,3853,126,58,25,75,15,0,0.0
77421,77,Saint-Mars-Vieux-Maisons,248,34,58,25,75,15,0,0.0
77423,77,Saint-Martin-des-Champs,660,33,58,25,75,15,0,0.0
77424,77,Saint-Martin-du-Boschet,264,25,58,25,75,15,0,0.0
77425,77,Saint-Martin-en-Bière,746,38,58,25,75,15,0,0.0
77426,77,Saint-Méry,333,34,58,25,75,15,0,0.0
77427,77,Saint-Mesmes,596,32,58,25,75,15,0,0.0
77428,77,Saint-Ouen-en-Brie,833,37,58,25,75,15,0,0.0
77429,77,Saint-Ouen-sur-Morin,526,32,58,25,75,15,0,0.0
77430,77,Saint-Pathus,6478,46,58,25,75,15,0,0.0
77431,77,Saint-Pierre-lès-Nemours,5424,89,58,25,75,15,0,0.0
77432,77,Saint-Rémy-de-la-Vanne,976,40,58,25,75,15,0,0.0
77433,77,Beautheil-Saints,2064,36,58,25,75,15,0,0.0
77434,77,Saint-Sauveur-lès-Bray,355,31,58,25,75,15,0,0.0
77435,77,Saint-Sauveur-sur-École,1120,51,58,25,75,15,0,0.0
77436,77,Saint-Siméon,895,35,58,25,75,15,0,0.0
77437,77,Saint-Soupplets,3586,51,58,25,75,15,0,0.0
77438,77,Saint-Thibault-des-Vignes,6793,104,73,25,89,15,0,0.0
77439,77,Salins,1171,40,58,25,75,15,0,0.0
77440,77,Sammeron,1160,41,58,25,75,15,0,0.0
77441,77,Samois-sur-Seine,2066,44,58,25,75,15,0,0.0
77442,77,Samoreau,2409,65,58,25,75,15,0,0.0
77443,77,Sancy,390,31,58,25,75,15,0,0.0
77444,77,Sancy-lès-Provins,338,36,58,25,75,15,0,0.0
77445,77,Savigny-le-Temple,30630,144,68,136,91,18,3,9.79
77446,77,Savins,604,32,58,25,75,15,0,0.0
77447,77,Seine-Port,1824,66,58,25,75,15,0,0.0
77448,77,Sept-Sorts,597,39,58,25,75,15,0,0.0
77449,77,Serris,9988,279,148,65,115,15,0,0.0
77450,77,Servon,3430,77,58,25,75,15,0,0.0
77451,77,Signy-Signets,620,37,58,25,75,15,0,0.0
77452,77,Sigy,70,22,58,25,75,15,0,0.0
77453,77,Sivry-Courtry,1108,52,58,25,75,15,0,0.0
77454,77,Sognolles-en-Montois,365,29,58,25,75,15,0,0.0
77455,77,Soignolles-en-Brie,2024,54,58,25,75,15,0,0.0
77456,77,Soisy-Bouy,844,37,58,25,75,15,0,0.0
77457,77,Solers,1284,38,58,25,75,15,0,0.0
77458,77,Souppes-sur-Loing,4974,142,78,25,75,35,0,0.0
77459,77,Sourdun,1515,233,190,91,141,81,0,0.0
77460,77,Tancrou,330,35,58,25,75,15,0,0.0
77461,77,Thénisy,305,29,58,25,75,15,0,0.0
77462,77,Thieux,905,152,168,25,75,15,0,0.0
77463,77,Thomery,3417,73,58,25,75,15,0,0.0
77464,77,Thorigny-sur-Marne,10405,145,96,35,103,15,0,0.0
77465,77,Thoury-Férottes,653,36,58,25,75,15,0,0.0
77466,77,Tigeaux,399,38,58,25,75,15,0,0.0
77467,77,La Tombe,201,29,58,25,75,15,0,0.0
77468,77,Torcy,22939,233,149,178,144,15,2,8.72
77469,77,Touquin,1228,38,58,25,75,15,0,0.0
77470,77,Tournan-en-Brie,8324,104,70,25,87,15,0,0.0
77471,77,Tousson,338,37,58,25,75,15,0,0.0
77472,77,La Trétoire,467,33,58,25,75,15,0,0.0
77473,77,Treuzy-Levelay,440,30,58,25,75,15,0,0.0
77474,77,Trilbardou,692,45,58,25,75,15,0,0.0
77475,77,Trilport,5107,73,58,25,75,15,0,0.0
77476,77,Trocy-en-Multien,230,33,58,25,75,15,0,0.0
77477,77,Ury,883,38,58,25,75,15,0,0.0
77478,77,Ussy-sur-Marne,1063,37,58,25,75,15,0,0.0
77479,77,Vaires-sur-Marne,13791,98,87,112,89,22,1,7.25
77480,77,Valence-en-Brie,1023,38,58,25,75,15,0,0.0
77481,77,Vanvillé,186,30,58,25,75,15,0,0.0
77482,77,Varennes-sur-Seine,3724,66,58,25,75,15,0,0.0
77483,77,Varreddes,2166,94,58,25,75,15,0,0.0
77484,77,Vaucourtois,281,33,58,25,75,15,0,0.0
77485,77,Le Vaudoué,731,38,58,25,75,15,0,0.0
77486,77,Vaudoy-en-Brie,881,37,58,25,75,15,0,0.0
77487,77,Vaux-le-Pénil,11378,115,137,43,101,24,0,0.0
77489,77,Vaux-sur-Lunain,232,20,58,25,75,15,0,0.0
77490,77,Vendrest,673,37,58,25,75,15,0,0.0
77492,77,Verdelot,626,39,58,25,75,15,0,0.0
77493,77,Verneuil-l'Étang,3211,59,58,25,75,15,0,0.0
77494,77,Vernou-la-Celle-sur-Seine,2621,41,58,25,75,15,0,0.0
77495,77,Vert-Saint-Denis,9057,93,69,25,86,15,0,0.0
77496,77,Vieux-Champagne,190,20,58,25,75,15,0,0.0
77498,77,Vignely,323,32,58,25,75,15,0,0.0
77500,77,Villebéon,464,31,58,25,75,15,0,0.0
77501,77,Villecerf,723,172,196,25,75,15,0,0.0
77504,77,Villemaréchal,1067,135,58,25,75,15,0,0.0
77505,77,Villemareuil,383,30,58,25,75,15,0,0.0
77506,77,Villemer,766,29,58,25,75,15,0,0.0
77507,77,Villenauxe-la-Petite,453,35,58,25,75,15,0,0.0
77508,77,Villeneuve-le-Comte,1869,51,58,25,75,15,0,0.0
77509,77,Villeneuve-les-Bordes,614,37,58,25,75,15,0,0.0
77510,77,Villeneuve-Saint-Denis,1383,35,58,25,75,15,0,0.0
77511,77,Villeneuve-sous-Dammartin,612,42,58,25,75,15,0,0.0
77512,77,Villeneuve-sur-Bellot,1143,40,58,25,75,15,0,0.0
77513,77,Villenoy,5073,49,58,25,75,15,0,0.0
77514,77,Villeparisis,26794,136,80,141,82,15,3,11.2
77515,77,Villeroy,692,36,58,25,75,15,0,0.0
77516,77,Ville-Saint-Jacques,811,160,181,149,198,15,0,0.0
77517,77,Villevaudé,2114,98,58,25,75,15,0,0.0
77518,77,Villiers-en-Bière,242,272,58,25,75,15,0,0.0
77519,77,Villiers-Saint-Georges,1159,122,58,25,75,15,0,0.0
77520,77,Villiers-sous-Grez,684,37,58,25,75,15,0,0.0
77521,77,Villiers-sur-Morin,2067,40,58,25,75,15,0,0.0
77522,77,Villiers-sur-Seine,285,31,58,25,75,15,0,0.0
77523,77,Villuis,263,30,58,25,75,15,0,0.0
77524,77,Vimpelles,521,34,58,25,75,15,0,0.0
77525,77,Vinantes,380,32,58,25,75,15,0,0.0
77526,77,Vincy-Manœuvre,274,31,58,25,75,15,0,0.0
77527,77,Voinsles,573,37,58,25,75,15,0,0.0
77528,77,Voisenon,1169,132,58,25,75,15,0,0.0
77529,77,Voulangis,1504,41,58,25,75,15,0,0.0
77530,77,Voulton,298,22,58,25,75,15,0,0.0
77531,77,Voulx,1622,44,58,25,75,15,0,0.0
77532,77,Vulaines-lès-Provins,75,25,58,25,75,15,0,0.0
77533,77,Vulaines-sur-Seine,2720,100,58,393,75,15,1,36.76
77534,77,Yèbles,970,157,367,129,281,15,0,0.0
78003,78,Ablis,3814,39,58,32,69,10,0,0.0
78005,78,Achères,21663,106,81,83,74,10,1,4.62
78006,78,Adainville,647,29,58,32,69,10,0,0.0
78007,78,Aigremont,1082,130,58,32,69,10,0,0.0
78009,78,Allainville,281,35,58,32,69,10,0,0.0
78010,78,Les Alluets-le-Roi,1332,38,58,32,69,10,0,0.0
78013,78,Andelu,527,32,58,32,69,10,0,0.0
78015,78,Andrésy,13663,72,58,32,69,10,0,0.0
78020,78,Arnouville-lès-Mantes,940,41,58,32,69,10,0,0.0
78029,78,Aubergenville,12540,77,58,200,77,10,2,15.95
78030,78,Auffargis,1967,37,58,32,69,10,0,0.0
78031,78,Auffreville-Brasseuil,669,37,58,32,69,10,0,0.0
78033,78,Aulnay-sur-Mauldre,1159,37,58,32,69,10,0,0.0
78034,78,Auteuil,1005,38,58,32,69,10,0,0.0
78036,78,Autouillet,655,28,58,32,69,10,0,0.0
78043,78,Bailly,3690,90,85,59,96,10,0,0.0
78048,78,Bazainville,1456,42,58,32,69,10,0,0.0
78049,78,Bazemont,1712,46,58,32,69,10,0,0.0
78050,78,Bazoches-sur-Guyonne,697,33,58,32,69,10,0,0.0
78053,78,Béhoust,523,33,58,32,69,10,0,0.0
78057,78,Bennecourt,1792,93,58,88,125,10,0,0.0
78062,78,Beynes,7635,45,58,32,69,10,0,0.0
78068,78,Blaru,886,33,58,32,69,10,0,0.0
78070,78,Boinville-en-Mantois,287,31,58,32,69,10,0,0.0
78071,78,Boinville-le-Gaillard,601,33,58,32,69,10,0,0.0
78072,78,Boinvilliers,246,29,58,32,69,10,0,0.0
78073,78,Bois-d'Arcy,16225,200,101,57,75,16,0,0.0
78076,78,Boissets,291,33,58,32,69,10,0,0.0
78077,78,La Boissière-École,748,35,58,32,69,10,0,0.0
78082,78,Boissy-Mauvoisin,638,36,58,32,69,10,0,0.0
78084,78,Boissy-sans-Avoir,614,37,58,32,69,10,0,0.0
78087,78,Bonnelles,2211,46,148,32,114,55,0,0.0
78089,78,Bonnières-sur-Seine,5077,125,77,72,109,10,0,0.0
78090,78,Bouafle,2222,40,103,77,114,10,0,0.0
78092,78,Bougival,9083,95,91,32,69,10,0,0.0
78096,78,Bourdonné,506,34,58,32,69,10,0,0.0
78104,78,Breuil-Bois-Robert,764,37,58,32,69,10,0,0.0
78107,78,Bréval,2031,45,58,32,69,10,0,0.0
78108,78,Les Bréviaires,1326,42,58,32,69,10,0,0.0
78113,78,Brueil-en-Vexin,667,40,58,32,69,10,0,0.0
78117,78,Buc,5868,72,58,32,69,10,0,0.0
78118,78,Buchelay,3364,120,87,62,99,10,0,0.0
78120,78,Bullion,1915,34,58,32,69,10,0,0.0
78123,78,Carrières-sous-Poissy,19951,145,88,197,94,35,3,15.04
78124,78,Carrières-sur-Seine,15002,80,58,99,69,10,1,6.67
78125,78,La Celle-les-Bordes,832,37,58,32,69,10,0,0.0
78126,78,La Celle-Saint-Cloud,20440,96,63,81,69,10,1,4.89
78128,78,Cernay-la-Ville,1526,45,58,32,69,10,0,0.0
78133,78,Chambourcy,5826,127,92,84,121,10,0,0.0
78138,78,Chanteloup-les-Vignes,10793,632,187,347,273,103,2,18.53
78140,78,Chapet,1337,40,58,32,69,10,0,0.0
78143,78,Châteaufort,1540,103,58,32,69,10,0,0.0
78146,78,Chatou,30054,95,78,39,73,10,0,0.0
78147,78,Chaufour-lès-Bonnières,454,36,58,32,69,10,0,0.0
78152,78,Chavenay,1741,35,58,32,69,10,0,0.0
78158,78,Le Chesnay-Rocquencourt,31064,77,80,77,92,10,1,3.22
78160,78,Chevreuse,5531,43,58,32,69,10,0,0.0
78162,78,Choisel,537,34,58,32,69,10,0,0.0
78163,78,Civry-la-Forêt,369,32,58,32,69,10,0,0.0
78164,78,Clairefontaine-en-Yvelines,851,35,58,32,187,128,0,0.0
78165,78,Les Clayes-sous-Bois,16940,73,64,38,69,10,0,0.0
78168,78,Coignières,4385,243,126,557,115,33,2,45.61
78171,78,Condé-sur-Vesgre,1264,36,58,32,69,10,0,0.0
78172,78,Conflans-Sainte-Honorine,36306,227,162,233,182,13,3,8.26
78185,78,Courgent,398,33,58,32,69,10,0,0.0
78188,78,Cravent,436,31,58,32,69,10,0,0.0
78189,78,Crespières,1717,37,58,32,69,10,0,0.0
78190,78,Croissy-sur-Seine,10580,68,58,32,69,10,0,0.0
78192,78,Dammartin-en-Serve,1417,111,128,32,69,10,0,0.0
78193,78,Dampierre-en-Yvelines,1003,39,58,32,69,10,0,0.0
78194,78,Dannemarie,226,26,58,32,69,10,0,0.0
78196,78,Davron,282,25,58,32,69,10,0,0.0
78202,78,Drocourt,556,36,58,32,69,10,0,0.0
78206,78,Ecquevilly,4090,225,58,668,216,10,2,48.9
78208,78,Élancourt,26348,128,84,165,81,10,3,11.39
78209,78,Émancé,882,33,58,32,69,10,0,0.0
78217,78,Épône,6778,76,87,180,69,10,1,14.75
78220,78,Les Essarts-le-Roi,6772,61,73,32,84,10,0,0.0
78224,78,L'Étang-la-Ville,4915,92,78,32,69,10,0,0.0
78227,78,Évecquemont,759,172,58,164,201,10,0,0.0
78230,78,La Falaise,616,32,58,32,69,10,0,0.0
78231,78,Favrieux,159,28,58,32,69,10,0,0.0
78233,78,Feucherolles,3038,53,58,32,69,10,0,0.0
78234,78,Flacourt,185,25,58,32,69,10,0,0.0
78236,78,Flexanville,572,33,58,32,69,10,0,0.0
78237,78,Flins-Neuve-Église,160,22,58,32,69,10,0,0.0
78238,78,Flins-sur-Seine,2436,131,58,32,69,10,0,0.0
78239,78,Follainville-Dennemont,2178,36,58,32,69,10,0,0.0
78242,78,Fontenay-le-Fleury,13640,74,72,39,77,10,0,0.0
78245,78,Fontenay-Mauvoisin,449,249,280,32,69,10,0,0.0
78246,78,Fontenay-Saint-Père,955,37,58,32,69,10,0,0.0
78255,78,Freneuse,4299,55,58,32,69,10,0,0.0
78261,78,Gaillon-sur-Montcient,691,37,58,32,69,10,0,0.0
78262,78,Galluis,1281,37,58,32,69,10,0,0.0
78263,78,Gambais,2513,33,58,32,69,10,0,0.0
78264,78,Gambaiseuil,65,17,58,32,69,10,0,0.0
78265,78,Garancières,2577,46,58,32,69,10,0,0.0
78267,78,Gargenville,7848,102,83,32,69,23,0,0.0
78269,78,Gazeran,1337,127,133,32,69,10,0,0.0
78276,78,Gommecourt,621,37,58,32,69,10,0,0.0
78278,78,Goupillières,568,31,58,32,69,10,0,0.0
78281,78,Goussonville,643,37,58,32,69,10,0,0.0
78283,78,Grandchamp,302,24,58,32,69,10,0,0.0
78285,78,Gressey,539,33,58,32,69,10,0,0.0
78289,78,Grosrouvre,901,37,58,32,69,10,0,0.0
